   642,000ms ID:00010172 Pr:00000000             0 +         2,910 8E7E18331EE538583C8DA236F8BF33C9          ReleaseRequest(): Success "mods\core.stormmod\base.stormdata" "heroes_regions.xml"
 5,576,937ms ID:000101E4 Pr:01040000             0 +     2,730,484 55CCDEB7722D9500AB0D736A9B9E2FCD          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Stingers\Heroes_Warcraft_Human1_01.ogg"
 5,576,937ms ID:000101E5 Pr:01040000             0 +     1,971,378 AB5EA436C0998FE45827D045530D5625          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_KingsCrest_EpicBattle01.ogg"
 5,576,937ms ID:000101E5 Pr:01040000             0 +     1,971,378 AB5EA436C0998FE45827D045530D5625          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_KingsCrest_EpicBattle01.ogg"
 5,724,218ms ID:000101E6 Pr:01040000             0 +     3,282,458 C154FE749694A1FB1E150E5526F5043E          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Glue_Screen\Heroes_RockOpera_01.ogg"
 5,724,218ms ID:000101E7 Pr:01040000             0 +     2,730,484 55CCDEB7722D9500AB0D736A9B9E2FCD          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Stingers\Heroes_Warcraft_Human1_01.ogg"
 5,724,218ms ID:000101E8 Pr:01040000             0 +     1,971,378 AB5EA436C0998FE45827D045530D5625          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_KingsCrest_EpicBattle01.ogg"
 5,724,218ms ID:000101E6 Pr:01040000             0 +     3,282,458 C154FE749694A1FB1E150E5526F5043E          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Glue_Screen\Heroes_RockOpera_01.ogg"
 5,724,218ms ID:000101E7 Pr:01040000             0 +     2,730,484 55CCDEB7722D9500AB0D736A9B9E2FCD          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Stingers\Heroes_Warcraft_Human1_01.ogg"
 5,724,218ms ID:000101E8 Pr:01040000             0 +     1,971,378 AB5EA436C0998FE45827D045530D5625          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_KingsCrest_EpicBattle01.ogg"
 5,724,218ms ID:000101E6 Pr:01040000             0 +     3,282,458 C154FE749694A1FB1E150E5526F5043E          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Glue_Screen\Heroes_RockOpera_01.ogg"
 5,724,218ms ID:000101E7 Pr:01040000             0 +     2,730,484 55CCDEB7722D9500AB0D736A9B9E2FCD          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Stingers\Heroes_Warcraft_Human1_01.ogg"
 5,724,218ms ID:000101E8 Pr:01040000             0 +     1,971,378 AB5EA436C0998FE45827D045530D5625          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_KingsCrest_EpicBattle01.ogg"
 5,726,468ms ID:000101E9 Pr:01040000             0 +       139,086 0E0D58C0572E775ACA1202E4F0D4D338          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Stinger_Fort_Destroyed_Player.ogg"
 5,726,468ms ID:000101E9 Pr:01040000             0 +       139,086 0E0D58C0572E775ACA1202E4F0D4D338          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Stinger_Fort_Destroyed_Player.ogg"
 5,726,468ms ID:000101E9 Pr:01040000             0 +       139,086 0E0D58C0572E775ACA1202E4F0D4D338          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Stinger_Fort_Destroyed_Player.ogg"
 5,743,562ms ID:000101EA Pr:01040000             0 +     1,550,218 9D9FEC5C8264E7688B814120F835FA51          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Ambient_2D\Amb_2D_Gluescreen_Loop_01.ogg"
 5,743,562ms ID:000101EA Pr:01040000             0 +     1,550,218 9D9FEC5C8264E7688B814120F835FA51          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Ambient_2D\Amb_2D_Gluescreen_Loop_01.ogg"
 5,743,562ms ID:000101EA Pr:01040000             0 +     1,550,218 9D9FEC5C8264E7688B814120F835FA51          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Ambient_2D\Amb_2D_Gluescreen_Loop_01.ogg"
 5,743,625ms ID:000101EB Pr:01040000             0 +     1,224,477 8FD31F48D216A42A3728DB3B933B5F6B          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus1.ogg"
 5,743,625ms ID:000101EC Pr:01040000             0 +     4,360,554 9D63C30B5E355EE7FD100E985647D56C          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus3.ogg"
 5,743,625ms ID:000101EB Pr:01040000             0 +     1,224,477 8FD31F48D216A42A3728DB3B933B5F6B          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus1.ogg"
 5,743,625ms ID:000101EC Pr:01040000             0 +     4,360,554 9D63C30B5E355EE7FD100E985647D56C          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus3.ogg"
 5,743,625ms ID:000101EB Pr:01040000             0 +     1,224,477 8FD31F48D216A42A3728DB3B933B5F6B          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus1.ogg"
 5,743,625ms ID:000101EC Pr:01040000             0 +     4,360,554 9D63C30B5E355EE7FD100E985647D56C          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus3.ogg"
 5,743,625ms ID:000101ED Pr:01040000             0 +     3,825,200 FA5F4FC37807C44B505E16614310ACD8          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus4.ogg"
 5,743,625ms ID:000101EE Pr:01040000             0 +     2,705,131 18A75EA52C99CE73F97A5800F26D510B          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus5.ogg"
 5,743,625ms ID:000101ED Pr:01040000             0 +     3,825,200 FA5F4FC37807C44B505E16614310ACD8          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus4.ogg"
 5,743,625ms ID:000101EE Pr:01040000             0 +     2,705,131 18A75EA52C99CE73F97A5800F26D510B          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus5.ogg"
 5,743,625ms ID:000101ED Pr:01040000             0 +     3,825,200 FA5F4FC37807C44B505E16614310ACD8          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus4.ogg"
 5,743,625ms ID:000101EE Pr:01040000             0 +     2,705,131 18A75EA52C99CE73F97A5800F26D510B          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus5.ogg"
 5,743,625ms ID:000101EF Pr:01040000             0 +     2,939,587 EB8B28FDD39049084CF31F5A11C0FE27          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus6.ogg"
 5,743,625ms ID:000101EF Pr:01040000             0 +     2,939,587 EB8B28FDD39049084CF31F5A11C0FE27          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus6.ogg"
 5,743,625ms ID:000101EF Pr:01040000             0 +     2,939,587 EB8B28FDD39049084CF31F5A11C0FE27          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus6.ogg"
 5,743,625ms ID:000101F0 Pr:01040000             0 +     3,486,830 38BEEFDC13130CBC621CC2F0912CEF9B          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus7.ogg"
 5,743,625ms ID:000101F0 Pr:01040000             0 +     3,486,830 38BEEFDC13130CBC621CC2F0912CEF9B          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus7.ogg"
 5,743,625ms ID:000101F0 Pr:01040000             0 +     3,486,830 38BEEFDC13130CBC621CC2F0912CEF9B          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus7.ogg"
 5,743,625ms ID:000101F1 Pr:01040000             0 +     3,696,194 45CA4E67C73DB4E22307ABEA6AE982CF          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus8.ogg"
 5,743,625ms ID:000101F1 Pr:01040000             0 +     3,696,194 45CA4E67C73DB4E22307ABEA6AE982CF          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus8.ogg"
 5,743,625ms ID:000101F1 Pr:01040000             0 +     3,696,194 45CA4E67C73DB4E22307ABEA6AE982CF          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus8.ogg"
 5,744,781ms ID:000101F2 Pr:01040000             0 +     3,168,803 7D97AE9DE9738D8412BE23A9C26E3536          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Glue_Screen\Heroes_GlueScreen_01.ogg"
 5,744,781ms ID:000101F3 Pr:01040000             0 +     3,282,458 C154FE749694A1FB1E150E5526F5043E          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Glue_Screen\Heroes_RockOpera_01.ogg"
 5,744,781ms ID:000101F2 Pr:01040000             0 +     3,168,803 7D97AE9DE9738D8412BE23A9C26E3536          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Glue_Screen\Heroes_GlueScreen_01.ogg"
 5,744,781ms ID:000101F3 Pr:01040000             0 +     3,282,458 C154FE749694A1FB1E150E5526F5043E          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Glue_Screen\Heroes_RockOpera_01.ogg"
 5,744,781ms ID:000101F2 Pr:01040000             0 +     3,168,803 7D97AE9DE9738D8412BE23A9C26E3536          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Glue_Screen\Heroes_GlueScreen_01.ogg"
 5,744,781ms ID:000101F4 Pr:01040000             0 +     2,730,484 55CCDEB7722D9500AB0D736A9B9E2FCD          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Stingers\Heroes_Warcraft_Human1_01.ogg"
 5,744,781ms ID:000101F4 Pr:01040000             0 +     2,730,484 55CCDEB7722D9500AB0D736A9B9E2FCD          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Stingers\Heroes_Warcraft_Human1_01.ogg"
 5,744,781ms ID:000101F3 Pr:01040000             0 +     3,282,458 C154FE749694A1FB1E150E5526F5043E          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Glue_Screen\Heroes_RockOpera_01.ogg"
 5,744,781ms ID:000101F4 Pr:01040000             0 +     2,730,484 55CCDEB7722D9500AB0D736A9B9E2FCD          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Sounds\Music\Stingers\Heroes_Warcraft_Human1_01.ogg"
 5,744,781ms ID:000101F5 Pr:01040000             0 +     2,323,841 556485467979BD629E4BA0C9EB4137B0          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Concept02.ogg"
 5,744,781ms ID:000101F5 Pr:01040000             0 +     2,323,841 556485467979BD629E4BA0C9EB4137B0          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Concept02.ogg"
 5,744,781ms ID:000101F5 Pr:01040000             0 +     2,323,841 556485467979BD629E4BA0C9EB4137B0          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Concept02.ogg"
 5,744,781ms ID:000101F6 Pr:01040000             0 +     2,392,639 CFBEE44C1B5725FB6E31719DECBDCF36          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Docks02.ogg"
 5,744,781ms ID:000101F6 Pr:01040000             0 +     2,392,639 CFBEE44C1B5725FB6E31719DECBDCF36          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Docks02.ogg"
 5,744,781ms ID:000101F6 Pr:01040000             0 +     2,392,639 CFBEE44C1B5725FB6E31719DECBDCF36          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Docks02.ogg"
 5,744,781ms ID:000101F7 Pr:01040000             0 +     1,390,205 D1A5DCD55871F76BAB87E1B61F40086D          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\Mx_HauntedMines_1_Alt1.ogg"
 5,744,781ms ID:000101F7 Pr:01040000             0 +     1,390,205 D1A5DCD55871F76BAB87E1B61F40086D          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\Mx_HauntedMines_1_Alt1.ogg"
 5,744,781ms ID:000101F7 Pr:01040000             0 +     1,390,205 D1A5DCD55871F76BAB87E1B61F40086D          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\Mx_HauntedMines_1_Alt1.ogg"
 5,744,781ms ID:000101F8 Pr:01040000             0 +     3,645,967 D2BE7483A63BE3A17C97BC59F4D6C540          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_TheBattleBegins_Alt1.ogg"
 5,744,781ms ID:000101F8 Pr:01040000             0 +     3,645,967 D2BE7483A63BE3A17C97BC59F4D6C540          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_TheBattleBegins_Alt1.ogg"
 5,744,781ms ID:000101F8 Pr:01040000             0 +     3,645,967 D2BE7483A63BE3A17C97BC59F4D6C540          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_TheBattleBegins_Alt1.ogg"
 5,834,156ms ID:000101F9 Pr:01040000             0 +     2,936,548 8676397B4A1EBE8FC7B95C3A9C533F8C          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Queue_Music1.ogg"
 5,834,156ms ID:000101F9 Pr:01040000             0 +     2,936,548 8676397B4A1EBE8FC7B95C3A9C533F8C          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Queue_Music1.ogg"
 5,834,156ms ID:000101F9 Pr:01040000             0 +     2,936,548 8676397B4A1EBE8FC7B95C3A9C533F8C          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Queue_Music1.ogg"
 5,836,343ms ID:000101FA Pr:01040000             0 +     1,495,810 DE3DA294F4F4783288E0AF14A823E475          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Skycrown1_Full.ogg"
 5,836,343ms ID:000101FB Pr:01040000             0 +     2,382,613 93204BCE4DD99265B2AA264938133440          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Diablo1_Full.ogg"
 5,836,343ms ID:000101FA Pr:01040000             0 +     1,495,810 DE3DA294F4F4783288E0AF14A823E475          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Skycrown1_Full.ogg"
 5,836,343ms ID:000101FB Pr:01040000             0 +     2,382,613 93204BCE4DD99265B2AA264938133440          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Diablo1_Full.ogg"
 5,836,343ms ID:000101FA Pr:01040000             0 +     1,495,810 DE3DA294F4F4783288E0AF14A823E475          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Skycrown1_Full.ogg"
 5,836,343ms ID:000101FB Pr:01040000             0 +     2,382,613 93204BCE4DD99265B2AA264938133440          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Diablo1_Full.ogg"
 5,836,343ms ID:000101FC Pr:01040000             0 +     1,574,617 F1BE914E5E7DB92BFEDBFF2687B288E9          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Wortham1_Alt1.ogg"
 5,836,343ms ID:000101FD Pr:01040000             0 +     3,733,667 BD0E0288FC5ABA5E8ED87318CBBB950F          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloAdria.ogg"
 5,836,343ms ID:000101FC Pr:01040000             0 +     1,574,617 F1BE914E5E7DB92BFEDBFF2687B288E9          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Wortham1_Alt1.ogg"
 5,836,343ms ID:000101FD Pr:01040000             0 +     3,733,667 BD0E0288FC5ABA5E8ED87318CBBB950F          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloAdria.ogg"
 5,836,343ms ID:000101FC Pr:01040000             0 +     1,574,617 F1BE914E5E7DB92BFEDBFF2687B288E9          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Wortham1_Alt1.ogg"
 5,836,343ms ID:000101FD Pr:01040000             0 +     3,733,667 BD0E0288FC5ABA5E8ED87318CBBB950F          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloAdria.ogg"
 5,836,343ms ID:000101FE Pr:01040000             0 +     1,742,263 5A98E600B6DED333D6FB10733F1B45B3          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Wortham5_Full.ogg"
 5,836,343ms ID:000101FF Pr:01040000             0 +     1,488,715 9366611AFD62183631E24A68A9ECEE86          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloAmbient_1.ogg"
 5,836,343ms ID:000101FE Pr:01040000             0 +     1,742,263 5A98E600B6DED333D6FB10733F1B45B3          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Wortham5_Full.ogg"
 5,836,343ms ID:000101FF Pr:01040000             0 +     1,488,715 9366611AFD62183631E24A68A9ECEE86          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloAmbient_1.ogg"
 5,836,343ms ID:000101FE Pr:01040000             0 +     1,742,263 5A98E600B6DED333D6FB10733F1B45B3          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Wortham5_Full.ogg"
 5,836,343ms ID:000101FF Pr:01040000             0 +     1,488,715 9366611AFD62183631E24A68A9ECEE86          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloAmbient_1.ogg"
 5,836,343ms ID:00010200 Pr:01040000             0 +     6,264,800 71ACACD9C63C8DCCD1F02D16376C01D4          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloUrzael.ogg"
 5,836,343ms ID:00010200 Pr:01040000             0 +     6,264,800 71ACACD9C63C8DCCD1F02D16376C01D4          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloUrzael.ogg"
 5,836,343ms ID:00010200 Pr:01040000             0 +     6,264,800 71ACACD9C63C8DCCD1F02D16376C01D4          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloUrzael.ogg"
 5,836,343ms ID:00010201 Pr:01040000             0 +     1,255,514 9A127AFC1826476C67BE7F9C2D6B049B          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Wortham6_Full.ogg"
 5,836,343ms ID:00010202 Pr:01040000             0 +       716,073 98FC09B499BA428FF61B61E27E7BA204          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloAmbient2.ogg"
 5,836,343ms ID:00010201 Pr:01040000             0 +     1,255,514 9A127AFC1826476C67BE7F9C2D6B049B          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Wortham6_Full.ogg"
 5,836,343ms ID:00010202 Pr:01040000             0 +       716,073 98FC09B499BA428FF61B61E27E7BA204          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloAmbient2.ogg"
 5,836,343ms ID:00010201 Pr:01040000             0 +     1,255,514 9A127AFC1826476C67BE7F9C2D6B049B          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_Wortham6_Full.ogg"
 5,836,343ms ID:00010202 Pr:01040000             0 +       716,073 98FC09B499BA428FF61B61E27E7BA204          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_DiabloAmbient2.ogg"
 5,836,343ms ID:00010203 Pr:01040000             0 +       652,234 604A74FF07C0B4B3F9392A6674B34D91          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_D3_Tristram.ogg"
 5,836,343ms ID:00010203 Pr:01040000             0 +       652,234 604A74FF07C0B4B3F9392A6674B34D91          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_D3_Tristram.ogg"
 5,836,343ms ID:00010203 Pr:01040000             0 +       652,234 604A74FF07C0B4B3F9392A6674B34D91          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Heroes_D3_Tristram.ogg"
 5,836,375ms ID:00010204 Pr:01040000             0 +     1,224,477 8FD31F48D216A42A3728DB3B933B5F6B          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus1.ogg"
 5,836,375ms ID:00010205 Pr:01040000             0 +     4,360,554 9D63C30B5E355EE7FD100E985647D56C          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus3.ogg"
 5,836,375ms ID:00010204 Pr:01040000             0 +     1,224,477 8FD31F48D216A42A3728DB3B933B5F6B          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus1.ogg"
 5,836,375ms ID:00010205 Pr:01040000             0 +     4,360,554 9D63C30B5E355EE7FD100E985647D56C          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus3.ogg"
 5,836,375ms ID:00010204 Pr:01040000             0 +     1,224,477 8FD31F48D216A42A3728DB3B933B5F6B          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus1.ogg"
 5,836,375ms ID:00010206 Pr:01040000             0 +     3,825,200 FA5F4FC37807C44B505E16614310ACD8          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus4.ogg"
 5,836,375ms ID:00010206 Pr:01040000             0 +     3,825,200 FA5F4FC37807C44B505E16614310ACD8          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus4.ogg"
 5,836,375ms ID:00010205 Pr:01040000             0 +     4,360,554 9D63C30B5E355EE7FD100E985647D56C          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus3.ogg"
 5,836,375ms ID:00010206 Pr:01040000             0 +     3,825,200 FA5F4FC37807C44B505E16614310ACD8          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus4.ogg"
 5,836,375ms ID:00010207 Pr:01040000             0 +     2,705,131 18A75EA52C99CE73F97A5800F26D510B          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus5.ogg"
 5,836,375ms ID:00010207 Pr:01040000             0 +     2,705,131 18A75EA52C99CE73F97A5800F26D510B          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus5.ogg"
 5,836,375ms ID:00010207 Pr:01040000             0 +     2,705,131 18A75EA52C99CE73F97A5800F26D510B          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus5.ogg"
 5,836,375ms ID:00010208 Pr:01040000             0 +     2,939,587 EB8B28FDD39049084CF31F5A11C0FE27          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus6.ogg"
 5,836,375ms ID:00010209 Pr:01040000             0 +     3,486,830 38BEEFDC13130CBC621CC2F0912CEF9B          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus7.ogg"
 5,836,375ms ID:00010208 Pr:01040000             0 +     2,939,587 EB8B28FDD39049084CF31F5A11C0FE27          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus6.ogg"
 5,836,375ms ID:00010209 Pr:01040000             0 +     3,486,830 38BEEFDC13130CBC621CC2F0912CEF9B          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus7.ogg"
 5,836,375ms ID:00010208 Pr:01040000             0 +     2,939,587 EB8B28FDD39049084CF31F5A11C0FE27          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus6.ogg"
 5,836,375ms ID:0001020A Pr:01040000             0 +     3,696,194 45CA4E67C73DB4E22307ABEA6AE982CF          RequestFile() "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus8.ogg"
 5,836,375ms ID:0001020A Pr:01040000             0 +     3,696,194 45CA4E67C73DB4E22307ABEA6AE982CF          ProcessUnprocessedRequests(): Request already completed "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus8.ogg"
 5,836,375ms ID:00010209 Pr:01040000             0 +     3,486,830 38BEEFDC13130CBC621CC2F0912CEF9B          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus7.ogg"
 5,836,375ms ID:0001020A Pr:01040000             0 +     3,696,194 45CA4E67C73DB4E22307ABEA6AE982CF          ReleaseRequest(): Success "Mods\Heroes.StormMod\Base.StormAssets" "Assets\Music\MX_Nexus8.ogg"
